Date,Open,High,Low,Close,Volume,average,barCount
2025-11-11,243.37,244.74,242.52,244.24,21155204.0,243.773,110655
2025-11-12,244.84,246.38,243.33,243.64,26077457.0,244.526,131419
2025-11-13,241.82,242.68,235.84,236.79,49437461.0,238.578,252263
2025-11-14,233.34,238.73,233.27,237.48,42972134.0,236.958,247085
2025-11-17,236.45,237.84,231.75,232.76,43636073.0,234.862,202842
2025-11-18,231.31,235.08,230.95,233.47,48364738.0,233.137,272394
2025-11-19,233.77,236.37,232.43,233.43,46024187.0,233.827,242538
2025-11-20,237.24,239.1,228.9,229.11,73444255.0,233.191,415140
2025-11-21,229.96,237.11,229.58,235.6,66877144.0,233.826,355586
2025-11-24,235.96,240.39,235.48,239.9,24008519.0,238.681,145873
2025-11-25,240.74,245.55,240.04,245.13,34399546.0,243.59,201085
2025-11-26,245.05,248.83,244.77,247.3,25947542.0,247.051,170066
2025-11-28,247.98,248.76,247.07,248.75,13221798.0,248.178,86738
2025-12-01,245.57,247.69,245.33,245.62,27316077.0,246.395,174332
2025-12-02,247.37,247.37,245.12,245.17,24053240.0,246.183,144145
2025-12-03,246.0,249.84,245.48,249.63,23626331.0,248.14,158753
2025-12-04,248.97,252.66,248.54,251.82,31060494.0,251.22,184162
2025-12-05,251.49,252.66,250.27,250.77,28709402.0,251.237,154782
2025-12-08,252.7,252.77,250.18,250.87,21409731.0,251.267,128937
2025-12-09,250.25,252.95,250.1,251.39,17436395.0,251.809,96986
2025-12-10,250.88,256.57,250.54,254.81,33173912.0,253.506,195169
2025-12-11,254.65,258.01,254.32,257.8,27173358.0,256.727,160601
2025-12-12,257.96,258.2,253.44,253.85,32687051.0,255.171,200996
2025-12-15,255.55,255.69,251.74,251.93,25069591.0,252.759,167006
2025-12-16,250.32,252.16,248.47,249.9,20884130.0,250.067,134696
2025-12-17,250.35,252.16,246.69,247.24,22673852.0,248.899,143147
2025-12-18,250.18,251.36,248.21,248.71,24518908.0,249.665,157946
2025-12-19,249.24,251.4,249.06,250.79,18954684.0,250.644,110490
2025-12-22,252.27,255.12,252.2,253.58,24163545.0,253.906,142087
2025-12-23,252.42,253.22,251.46,252.08,16452460.0,252.305,98028
2025-12-24,251.94,252.86,251.12,252.71,7543532.0,252.187,44788
2025-12-26,252.59,252.75,250.39,251.42,12871655.0,251.166,64387
2025-12-29,250.28,251.5,249.35,249.88,18901592.0,249.897,100188
2025-12-30,249.97,250.15,247.95,248.03,17105743.0,248.976,90339
2025-12-31,248.17,248.28,246.01,246.16,23177764.0,246.893,117962
2026-01-02,247.65,249.09,245.86,248.78,30977923.0,247.619,186332
2026-01-05,249.79,253.55,249.57,252.73,26738062.0,252.133,159113
2026-01-06,252.23,256.25,251.52,256.08,28413905.0,253.857,162137
2026-01-07,256.42,256.8,253.97,255.48,23424248.0,255.266,146617
2026-01-08,254.7,258.93,254.36,258.27,27529496.0,257.562,168066
2026-01-09,259.58,261.56,258.09,260.23,25495730.0,260.235,150206
2026-01-12,259.28,261.66,258.24,261.5,19795525.0,260.307,116802
2026-01-13,262.39,262.89,260.46,261.35,24207903.0,261.572,142659
2026-01-14,261.12,263.46,260.19,263.19,27171332.0,261.718,159016
2026-01-15,264.06,267.05,263.73,265.51,21794076.0,265.836,140445
2026-01-16,265.88,267.22,264.71,265.76,20256504.0,266.073,126493
2026-01-20,261.15,265.08,261.06,262.58,30971248.0,263.112,208686
2026-01-21,264.64,268.59,262.92,267.79,35988412.0,265.926,223433
2026-01-22,269.83,271.6,269.42,269.79,19743495.0,270.463,121694
2026-01-23,269.04,269.05,264.46,264.81,28671157.0,266.059,167274
2026-01-26,265.06,266.69,263.49,263.98,20632826.0,264.63,122338
2026-01-27,264.05,264.86,262.66,264.73,18050470.0,263.889,105204
2026-01-28,265.98,266.68,262.56,263.3,24093597.0,263.967,135671
2026-01-29,264.07,265.06,259.41,263.37,27655639.0,262.215,170713
2026-01-30,261.04,262.98,257.94,259.65,36262943.0,259.928,215844
2026-02-02,258.47,263.77,258.35,262.18,25981333.0,262.24,160321
2026-02-03,263.06,265.06,258.55,262.78,33622780.0,261.761,200450
2026-02-04,264.19,264.65,257.14,260.52,29520914.0,260.48,172765
2026-02-05,258.49,261.62,255.05,255.83,26670131.0,257.703,152036
2026-02-06,259.77,265.72,259.58,265.02,25091026.0,263.415,131614
2026-02-09,264.86,267.67,263.34,266.88,18569195.0,266.229,109257
2026-02-10,267.26,268.52,265.88,266.16,15362309.0,267.144,82426
2026-02-11,268.51,268.96,262.1,264.95,25568795.0,264.49,162266
2026-02-12,267.05,267.46,258.39,259.54,28470594.0,261.257,177295
2026-02-13,260.6,265.17,258.51,262.96,26563316.0,262.897,165006
2026-02-17,262.37,264.36,259.06,263.04,18855406.0,262.275,114870
2026-02-18,263.04,266.91,261.85,263.99,23416214.0,264.858,154783
2026-02-19,262.53,264.64,261.07,264.6,18247059.0,263.108,117141
2026-02-20,262.84,267.33,262.14,264.61,24085451.0,264.26,145061
2026-02-23,263.43,264.37,258.1,260.49,23720598.0,260.17,123860
2026-02-24,260.4,264.14,259.86,263.33,22264791.0,262.802,143977
2026-02-25,265.25,265.29,262.43,264.58,16569526.0,264.076,94860
2026-02-26,265.06,266.24,262.12,265.99,24485289.0,264.337,159403
2026-02-27,262.09,262.76,259.77,261.41,23652594.0,260.937,151500
2026-03-02,257.81,264.28,257.79,263.81,32863599.0,262.04,212766
2026-03-03,256.75,261.12,253.31,259.24,32338111.0,257.33,204428
2026-03-04,261.15,262.96,258.82,261.76,24490512.0,261.588,165543
2026-03-05,258.99,260.76,254.16,256.76,36836945.0,256.809,239030
2026-03-06,251.53,253.3,249.94,250.89,35268259.0,251.373,238267
2026-03-09,247.59,254.65,244.39,253.62,37949639.0,249.253,245366
2026-03-10,252.96,257.65,252.4,253.36,35154942.0,254.747,234517
2026-03-11,252.31,254.38,250.58,252.85,31572906.0,252.152,194910
2026-03-12,248.94,249.81,246.57,247.41,37149054.0,248.239,242588
2026-03-13,249.23,250.61,245.53,246.59,32789838.0,247.206,196565
2026-03-16,249.75,251.47,248.31,248.92,26856572.0,249.807,180466
2026-03-17,249.91,251.71,248.96,250.05,24740496.0,250.318,143740
2026-03-18,248.41,249.23,245.88,246.02,23519911.0,247.726,143345
2026-03-19,243.05,250.09,242.52,247.63,35494288.0,246.091,228546
2026-03-20,246.97,247.5,240.33,242.22,36663835.0,243.43,227090
2026-03-23,247.17,251.36,246.11,247.45,42688472.0,248.695,289365
2026-03-24,245.48,250.16,244.6,248.78,24739629.0,247.884,145357
2026-03-25,251.74,253.07,249.52,251.82,26503915.0,251.652,176746
2026-03-26,248.89,251.86,247.16,247.44,28364836.0,249.272,188833
2026-03-27,246.0,246.74,242.41,243.1,30049522.0,244.355,205902
2026-03-30,245.35,245.37,238.69,239.61,28986806.0,241.148,185890
2026-03-31,243.1,248.92,242.24,248.0,34796010.0,245.797,218574
2026-04-01,249.96,252.44,249.11,249.56,33674990.0,250.725,217521
2026-04-02,244.9,252.37,244.87,251.29,19706237.0,249.145,115316
2026-04-06,250.96,253.05,250.25,252.36,15527533.0,251.896,81675
2026-04-07,251.23,253.48,249.52,252.91,19825996.0,251.44,117419
2026-04-08,261.54,262.27,258.41,260.47,24976213.0,260.437,145671
2026-04-09,258.78,262.9,258.78,261.96,15350680.0,261.16,81852
2026-04-10,262.42,262.75,260.34,261.3,12687504.0,261.414,71506
2026-04-13,260.26,265.36,260.02,265.07,15298517.0,262.958,88246
2026-04-14,267.09,269.42,266.28,268.72,14759330.0,268.226,76807
2026-04-15,268.78,269.59,267.59,269.39,13476727.0,268.75,73872
2026-04-16,269.45,270.35,268.05,269.95,16807774.0,269.39,82112
2026-04-17,273.77,277.63,273.11,275.78,25328782.0,275.665,137856
2026-04-20,274.63,277.67,274.53,277.35,15554867.0,276.484,85988
2026-04-21,278.19,279.79,273.76,274.51,21464624.0,276.223,117971
2026-04-22,277.6,278.01,274.9,276.48,13125283.0,276.332,72433
2026-04-23,276.75,277.87,271.95,275.52,20396411.0,275.35,111421
2026-04-24,276.64,278.13,274.23,276.65,14740851.0,276.627,78732
2026-04-27,276.82,278.24,276.25,277.14,10843087.0,277.039,54243
2026-04-28,276.05,276.97,272.91,273.91,14439631.0,274.251,78664
2026-04-29,273.92,274.38,270.36,272.08,17817960.0,271.953,98231
2026-04-30,273.13,278.22,272.44,277.97,18380307.0,275.911,103936
2026-05-01,278.66,279.81,276.57,279.28,22301946.0,278.61,213009
2026-05-04,278.68,280.79,276.1,277.88,19119241.0,278.246,186207
2026-05-05,280.14,282.95,280.0,282.56,16634837.0,281.714,165811
2026-05-06,285.36,287.05,283.36,286.8,15403791.0,285.419,146564
2026-05-07,287.54,287.58,281.15,282.26,20962447.0,283.387,188743
2026-05-08,284.01,284.97,282.61,284.17,15678181.0,283.686,138254
2026-05-11,284.92,287.05,284.59,285.33,14942191.0,285.949,152781
2026-05-12,284.04,284.06,278.28,282.57,21337523.0,280.679,198620
